annee;mois;puissance;type;consommation
2024;2;36.0;Prises à usage personnel;0.8556000000000009
2020;3;36.0;Prises à usage personnel;0.9219965650878187
2021;3;36.0;Prises à usage personnel;0.8302096249792742
2023;3;36.0;Prises à usage personnel;0.8692431475211928
2024;3;36.0;Prises à usage personnel;0.9144000000000015
2020;4;36.0;Prises à usage personnel;0.9714676800009179
2021;4;36.0;Prises à usage personnel;0.8850331184837887
2023;4;36.0;Prises à usage personnel;0.9072417317474541
2024;4;36.0;Prises à usage personnel;0.891000000000001
2020;5;36.0;Prises à usage personnel;0.8168429689240642
2021;5;36.0;Prises à usage personnel;0.9103891995633201
2023;5;36.0;Prises à usage personnel;0.9863371770346928
2024;5;36.0;Prises à usage personnel;0.9054000000000011
2020;6;36.0;Prises à usage personnel;0.8108535598562983
2021;6;36.0;Prises à usage personnel;0.8089526546523069
2023;6;36.0;Prises à usage personnel;0.8516272694652053
2024;6;36.0;Prises à usage personnel;0.8916000000000013
2020;7;36.0;Prises à usage personnel;0.0
2021;7;36.0;Prises à usage personnel;0.0
2023;7;36.0;Prises à usage personnel;0.0
2020;8;36.0;Prises à usage personnel;0.0
2021;8;36.0;Prises à usage personnel;0.0
2023;8;36.0;Prises à usage personnel;0.0
2020;9;36.0;Prises à usage personnel;0.0
2021;9;36.0;Prises à usage personnel;0.0
2023;9;36.0;Prises à usage personnel;0.0
2020;10;36.0;Prises à usage personnel;0.0
2021;10;36.0;Prises à usage personnel;0.0
2023;10;36.0;Prises à usage personnel;0.0
2020;11;36.0;Prises à usage personnel;0.0
2021;11;36.0;Prises à usage personnel;0.0
2023;11;36.0;Prises à usage personnel;0.0
2020;12;36.0;Prises à usage personnel;0.0
2021;12;36.0;Prises à usage personnel;0.0
2023;12;36.0;Prises à usage personnel;0.0
2020;1;36.0;Prises à usage personnel;0.9097689868369121
2021;1;36.0;Prises à usage personnel;0.8694630136655996
2023;1;36.0;Prises à usage personnel;0.8871702803859762
2024;1;36.0;Prises à usage personnel;0.9138000000000012
2020;2;36.0;Prises à usage personnel;0.9015476273169
2021;2;36.0;Prises à usage personnel;0.7571592803237689
2023;2;36.0;Prises à usage personnel;0.8914862466848303
2024;2;36.0;Prises à usage personnel;0.8364000000000009
2020;3;36.0;Prises à usage personnel;0.9854548154387631
2021;3;36.0;Prises à usage personnel;0.932648908871422
2023;3;36.0;Prises à usage personnel;0.985476876065803
2024;3;36.0;Prises à usage personnel;0.9156000000000013
2020;4;36.0;Prises à usage personnel;0.9336472152272536
2021;4;36.0;Prises à usage personnel;0.8992209785690456
2023;4;36.0;Prises à usage personnel;0.9359600840181048
2024;4;36.0;Prises à usage personnel;0.874800000000001
2020;5;36.0;Prises à usage personnel;0.8678506077064799
2021;5;36.0;Prises à usage personnel;0.8500540605221584
2023;5;36.0;Prises à usage personnel;0.8269140028927723
2024;5;36.0;Prises à usage personnel;0.9168000000000014
2020;6;36.0;Prises à usage personnel;0.9132241839353724
2021;6;36.0;Prises à usage personnel;0.8604043354669163
2023;6;36.0;Prises à usage personnel;0.9335480124732988
2024;6;36.0;Prises à usage personnel;0.8622000000000011
2020;7;36.0;Prises à usage personnel;0.0
2021;7;36.0;Prises à usage personnel;0.0
2023;7;36.0;Prises à usage personnel;0.0
2020;8;36.0;Prises à usage personnel;0.0
2021;8;36.0;Prises à usage personnel;0.0
2023;8;36.0;Prises à usage personnel;0.0
2020;9;36.0;Prises à usage personnel;0.0
2021;9;36.0;Prises à usage personnel;0.0
2023;9;36.0;Prises à usage personnel;0.0
2020;10;36.0;Prises à usage personnel;0.0
2021;10;36.0;Prises à usage personnel;0.0
2023;10;36.0;Prises à usage personnel;0.0
2020;11;36.0;Prises à usage personnel;0.0
2021;11;36.0;Prises à usage personnel;0.0
2023;11;36.0;Prises à usage personnel;0.0
2020;12;36.0;Prises à usage personnel;0.0
2021;12;36.0;Prises à usage personnel;0.0
2023;12;36.0;Prises à usage personnel;0.0
2020;1;36.0;Prises à usage personnel;0.8387002411702594
2021;1;36.0;Prises à usage personnel;0.8762560662036994
2023;1;36.0;Prises à usage personnel;0.8641719969623638
2024;1;36.0;Prises à usage personnel;0.9078000000000012
2020;2;36.0;Prises à usage personnel;0.8672099869939794
2021;2;36.0;Prises à usage personnel;0.8820240363835117
2023;2;36.0;Prises à usage personnel;0.7842586310846592
2024;2;36.0;Prises à usage personnel;0.8568000000000011
2020;3;36.0;Prises à usage personnel;0.8644561442929302
2021;3;36.0;Prises à usage personnel;0.9356094896799052
2023;3;36.0;Prises à usage personnel;0.8807366748862827
2024;3;36.0;Prises à usage personnel;0.9144000000000012
2020;4;36.0;Prises à usage personnel;0.8321084163353991
2021;4;36.0;Prises à usage personnel;0.8470578771094053
2023;4;36.0;Prises à usage personnel;0.8528629985758203
2024;4;36.0;Prises à usage personnel;0.8826000000000012
2020;5;36.0;Prises à usage personnel;0.9474182091781127
2021;5;36.0;Prises à usage personnel;0.8728037243267988
2023;5;36.0;Prises à usage personnel;1.0059364208942208
2024;5;36.0;Prises à usage personnel;0.9264000000000013
2020;6;36.0;Prises à usage personnel;0.8212260229403061
2021;6;36.0;Prises à usage personnel;0.9727338245072753
2023;6;36.0;Prises à usage personnel;0.8210478773950032
2024;6;36.0;Prises à usage personnel;0.8922000000000011
2020;7;36.0;Prises à usage personnel;0.0
2021;7;36.0;Prises à usage personnel;0.0
2023;7;36.0;Prises à usage personnel;0.0
2020;8;36.0;Prises à usage personnel;0.0
2021;8;36.0;Prises à usage personnel;0.0
2023;8;36.0;Prises à usage personnel;0.0
2020;9;36.0;Prises à usage personnel;0.0
2021;9;36.0;Prises à usage personnel;0.0
2023;9;36.0;Prises à usage personnel;0.0
2020;10;36.0;Prises à usage personnel;0.0
2021;10;36.0;Prises à usage personnel;0.0
2023;10;36.0;Prises à usage personnel;0.0
2020;11;36.0;Prises à usage personnel;0.0
2021;11;36.0;Prises à usage personnel;0.0
2023;11;36.0;Prises à usage personnel;0.0
2020;12;36.0;Prises à usage personnel;0.0
2021;12;36.0;Prises à usage personnel;0.0
2023;12;36.0;Prises à usage personnel;0.0
2020;1;10.0;Equipements de bureaux;0.27251673962248574
2021;1;10.0;Equipements de bureaux;0.2602919013452005
2023;1;10.0;Equipements de bureaux;0.2520784358484051
2024;1;10.0;Equipements de bureaux;0.2508333333333336
2020;2;10.0;Equipements de bureaux;0.2561657530340886
2021;2;10.0;Equipements de bureaux;0.26321989569165816
2023;2;10.0;Equipements de bureaux;0.24574811257438342
2024;2;10.0;Equipements de bureaux;0.24000000000000032
2020;3;10.0;Equipements de bureaux;0.23444768698983723
2021;3;10.0;Equipements de bureaux;0.23236548578075483
2023;3;10.0;Equipements de bureaux;0.2638377126528218
2024;3;10.0;Equipements de bureaux;0.25250000000000034
2020;4;10.0;Equipements de bureaux;0.2661540031062642
2021;4;10.0;Equipements de bureaux;0.2662195183666749
2023;4;10.0;Equipements de bureaux;0.25007188342544673
2024;4;10.0;Equipements de bureaux;0.2428333333333336
2020;5;10.0;Equipements de bureaux;0.26018056141570217
2021;5;10.0;Equipements de bureaux;0.25234440062406743
2023;5;10.0;Equipements de bureaux;0.2653696026567108
2024;5;10.0;Equipements de bureaux;0.2560000000000003
2020;6;10.0;Equipements de bureaux;0.2677504021547462
2021;6;10.0;Equipements de bureaux;0.23560607111882137
2023;6;10.0;Equipements de bureaux;0.24041149110422838
2024;6;10.0;Equipements de bureaux;0.24616666666666695
2020;7;10.0;Equipements de bureaux;0.0
2021;7;10.0;Equipements de bureaux;0.0
2023;7;10.0;Equipements de bureaux;0.0
2020;8;10.0;Equipements de bureaux;0.0
2021;8;10.0;Equipements de bureaux;0.0
2023;8;10.0;Equipements de bureaux;0.0
2020;9;10.0;Equipements de bureaux;0.0
2021;9;10.0;Equipements de bureaux;0.0
2023;9;10.0;Equipements de bureaux;0.0
2020;10;10.0;Equipements de bureaux;0.0
2021;10;10.0;Equipements de bureaux;0.0
2023;10;10.0;Equipements de bureaux;0.0
2020;11;10.0;Equipements de bureaux;0.0
2021;11;10.0;Equipements de bureaux;0.0
2023;11;10.0;Equipements de bureaux;0.0
2020;12;10.0;Equipements de bureaux;0.0
2021;12;10.0;Equipements de bureaux;0.0
2023;12;10.0;Equipements de bureaux;0.0
2020;1;600.0;Equipements médicaux;14.55327032283542
2021;1;600.0;Equipements médicaux;15.407356310474736
2023;1;600.0;Equipements médicaux;13.737471180221144
2024;1;600.0;Equipements médicaux;15.050000000000006
2020;2;600.0;Equipements médicaux;15.776530153971418
2021;2;600.0;Equipements médicaux;13.772547579907663
2023;2;600.0;Equipements médicaux;14.607927301249703
2024;2;600.0;Equipements médicaux;14.400000000000002
2020;3;600.0;Equipements médicaux;15.060187158720865
2021;3;600.0;Equipements médicaux;14.211770530105287
2023;3;600.0;Equipements médicaux;14.951733395587716
2024;3;600.0;Equipements médicaux;15.150000000000004
2020;4;600.0;Equipements médicaux;13.59320812864307
2021;4;600.0;Equipements médicaux;13.384192653687657
2023;4;600.0;Equipements médicaux;15.874571466251062
2024;4;600.0;Equipements médicaux;14.570000000000006
2020;5;600.0;Equipements médicaux;14.290899365021632
2021;5;600.0;Equipements médicaux;15.76260719210995
2023;5;600.0;Equipements médicaux;15.439072870326113
2024;5;600.0;Equipements médicaux;15.360000000000005
2020;6;600.0;Equipements médicaux;15.743796334417311
2021;6;600.0;Equipements médicaux;14.57009150178656
2023;6;600.0;Equipements médicaux;13.85041002464978
2024;6;600.0;Equipements médicaux;14.770000000000005
2020;7;600.0;Equipements médicaux;0.0
2021;7;600.0;Equipements médicaux;0.0
2023;7;600.0;Equipements médicaux;0.0
2020;8;600.0;Equipements médicaux;0.0
2021;8;600.0;Equipements médicaux;0.0
2023;8;600.0;Equipements médicaux;0.0
2020;9;600.0;Equipements médicaux;0.0
2021;9;600.0;Equipements médicaux;0.0
2023;9;600.0;Equipements médicaux;0.0
2020;10;600.0;Equipements médicaux;0.0
2021;10;600.0;Equipements médicaux;0.0
2023;10;600.0;Equipements médicaux;0.0
2020;11;600.0;Equipements médicaux;0.0
2021;11;600.0;Equipements médicaux;0.0
2023;11;600.0;Equipements médicaux;0.0
2020;12;600.0;Equipements médicaux;0.0
2021;12;600.0;Equipements médicaux;0.0
2023;12;600.0;Equipements médicaux;0.0
2020;1;293.0;Equipements médicaux;7.56899442814638
2021;1;293.0;Equipements médicaux;7.424606486092231
2023;1;293.0;Equipements médicaux;6.628394400294322
2024;1;293.0;Equipements médicaux;7.349416666666655
2020;2;293.0;Equipements médicaux;7.0830830636943425
2021;2;293.0;Equipements médicaux;7.24936223479307
2023;2;293.0;Equipements médicaux;6.550839099675252
2024;2;293.0;Equipements médicaux;7.03199999999999
2020;3;293.0;Equipements médicaux;7.319901914114367
2021;3;293.0;Equipements médicaux;7.767201678212971
2023;3;293.0;Equipements médicaux;6.75706944376005
2024;3;293.0;Equipements médicaux;7.398249999999989
2020;4;293.0;Equipements médicaux;6.837582928343557
2021;4;293.0;Equipements médicaux;6.660523787970041
2023;4;293.0;Equipements médicaux;6.485694512507382
2024;4;293.0;Equipements médicaux;7.115016666666655
2020;5;293.0;Equipements médicaux;7.5423627088971275
2021;5;293.0;Equipements médicaux;8.182627096864598
2023;5;293.0;Equipements médicaux;7.559657832666021
2024;5;293.0;Equipements médicaux;7.50079999999999
2020;6;293.0;Equipements médicaux;6.870386017617451
2021;6;293.0;Equipements médicaux;7.082436968236577
2023;6;293.0;Equipements médicaux;7.303310493801008
2024;6;293.0;Equipements médicaux;7.212683333333325
2020;7;293.0;Equipements médicaux;0.0
2021;7;293.0;Equipements médicaux;0.0
2023;7;293.0;Equipements médicaux;0.0
2020;8;293.0;Equipements médicaux;0.0
2021;8;293.0;Equipements médicaux;0.0
2023;8;293.0;Equipements médicaux;0.0
2020;9;293.0;Equipements médicaux;0.0
2021;9;293.0;Equipements médicaux;0.0
2023;9;293.0;Equipements médicaux;0.0
2020;10;293.0;Equipements médicaux;0.0
2021;10;293.0;Equipements médicaux;0.0
2023;10;293.0;Equipements médicaux;0.0
2020;11;293.0;Equipements médicaux;0.0
2021;11;293.0;Equipements médicaux;0.0
2023;11;293.0;Equipements médicaux;0.0
2020;12;293.0;Equipements médicaux;0.0
2021;12;293.0;Equipements médicaux;0.0
2023;12;293.0;Equipements médicaux;0.0
2020;1;400.0;Equipements médicaux;10.835004253623728
2021;1;400.0;Equipements médicaux;10.418988391568966
2023;1;400.0;Equipements médicaux;9.171067471372078
2024;1;400.0;Equipements médicaux;9.899999999999984
2020;2;400.0;Equipements médicaux;9.205179837661158
2021;2;400.0;Equipements médicaux;9.4493429964161
2023;2;400.0;Equipements médicaux;8.526728218564143
2024;2;400.0;Equipements médicaux;9.413333333333322
2020;3;400.0;Equipements médicaux;9.833916895801298
2021;3;400.0;Equipements médicaux;10.139393743642504
2023;3;400.0;Equipements médicaux;10.021705149820528
2024;3;400.0;Equipements médicaux;10.053333333333322
2020;4;400.0;Equipements médicaux;9.937901803413496
2021;4;400.0;Equipements médicaux;8.979872864326945
2023;4;400.0;Equipements médicaux;10.898469419608695
2024;4;400.0;Equipements médicaux;9.933333333333323
2020;5;400.0;Equipements médicaux;10.651038658379393
2021;5;400.0;Equipements médicaux;10.783928767046877
2023;5;400.0;Equipements médicaux;10.445961159218593
2024;5;400.0;Equipements médicaux;10.026666666666657
2020;6;400.0;Equipements médicaux;8.75046229094529
2021;6;400.0;Equipements médicaux;9.398656549750497
2023;6;400.0;Equipements médicaux;9.623664497670672
2024;6;400.0;Equipements médicaux;9.646666666666654
2020;7;400.0;Equipements médicaux;0.0
2021;7;400.0;Equipements médicaux;0.0
2023;7;400.0;Equipements médicaux;0.0
2020;8;400.0;Equipements médicaux;0.0
2021;8;400.0;Equipements médicaux;0.0
2023;8;400.0;Equipements médicaux;0.0
2020;9;400.0;Equipements médicaux;0.0
2021;9;400.0;Equipements médicaux;0.0
2023;9;400.0;Equipements médicaux;0.0
2020;10;400.0;Equipements médicaux;0.0
2021;10;400.0;Equipements médicaux;0.0
2023;10;400.0;Equipements médicaux;0.0
2020;11;400.0;Equipements médicaux;0.0
2021;11;400.0;Equipements médicaux;0.0
2023;11;400.0;Equipements médicaux;0.0
2020;12;400.0;Equipements médicaux;0.0
2021;12;400.0;Equipements médicaux;0.0
2023;12;400.0;Equipements médicaux;0.0
2020;1;600.0;Equipements médicaux;14.251856566299553
2021;1;600.0;Equipements médicaux;14.354022870210693
2023;1;600.0;Equipements médicaux;15.420301057587054
2024;1;600.0;Equipements médicaux;14.85000000000001
2020;2;600.0;Equipements médicaux;12.924559448653014
2021;2;600.0;Equipements médicaux;13.41565804983619
2023;2;600.0;Equipements médicaux;14.82492462362717
2024;2;600.0;Equipements médicaux;14.120000000000008
2020;3;600.0;Equipements médicaux;15.49547812615686
2021;3;600.0;Equipements médicaux;15.07553278199509
2023;3;600.0;Equipements médicaux;16.33434675711444
2024;3;600.0;Equipements médicaux;15.080000000000007
2020;4;600.0;Equipements médicaux;14.969448463315443
2021;4;600.0;Equipements médicaux;14.743206950666735
2023;4;600.0;Equipements médicaux;14.837743618775665
2024;4;600.0;Equipements médicaux;14.900000000000007
2020;5;600.0;Equipements médicaux;14.780403040462362
2021;5;600.0;Equipements médicaux;14.700228057390442
2023;5;600.0;Equipements médicaux;14.001162433687659
2024;5;600.0;Equipements médicaux;15.040000000000006
2020;6;600.0;Equipements médicaux;15.655679612373657
2021;6;600.0;Equipements médicaux;14.968261971642848
2023;6;600.0;Equipements médicaux;14.824311928938094
2024;6;600.0;Equipements médicaux;14.470000000000008
2020;7;600.0;Equipements médicaux;0.0
2021;7;600.0;Equipements médicaux;0.0
2023;7;600.0;Equipements médicaux;0.0
2020;8;600.0;Equipements médicaux;0.0
2021;8;600.0;Equipements médicaux;0.0
2023;8;600.0;Equipements médicaux;0.0
2020;9;600.0;Equipements médicaux;0.0
2021;9;600.0;Equipements médicaux;0.0
2023;9;600.0;Equipements médicaux;0.0
2020;10;600.0;Equipements médicaux;0.0
2021;10;600.0;Equipements médicaux;0.0
2023;10;600.0;Equipements médicaux;0.0
2020;11;600.0;Equipements médicaux;0.0
2021;11;600.0;Equipements médicaux;0.0
2023;11;600.0;Equipements médicaux;0.0
2020;12;600.0;Equipements médicaux;0.0
2021;12;600.0;Equipements médicaux;0.0
2023;12;600.0;Equipements médicaux;0.0
2020;1;600.0;Equipements médicaux;14.739582253639954
2021;1;600.0;Equipements médicaux;15.546894504352004
2023;1;600.0;Equipements médicaux;16.33434115294442
2024;1;600.0;Equipements médicaux;14.85000000000001
2020;2;600.0;Equipements médicaux;14.781324570409609
2021;2;600.0;Equipements médicaux;15.433887290119502
2023;2;600.0;Equipements médicaux;12.959656894807255
2024;2;600.0;Equipements médicaux;14.120000000000008
2020;3;600.0;Equipements médicaux;14.052424623318311
2021;3;600.0;Equipements médicaux;15.10884482080219
2023;3;600.0;Equipements médicaux;15.293648247608543
2024;3;600.0;Equipements médicaux;15.080000000000007
2020;4;600.0;Equipements médicaux;14.185888754612098
2021;4;600.0;Equipements médicaux;15.915922060577914
2023;4;600.0;Equipements médicaux;14.853765307849116
2024;4;600.0;Equipements médicaux;14.900000000000007
2020;5;600.0;Equipements médicaux;14.033024605307455
2021;5;600.0;Equipements médicaux;13.933968573330102
2023;5;600.0;Equipements médicaux;14.585173957917227
2024;5;600.0;Equipements médicaux;15.040000000000006
2020;6;600.0;Equipements médicaux;15.148771795030013
2021;6;600.0;Equipements médicaux;14.375325740711766
2023;6;600.0;Equipements médicaux;15.82221091458825
2024;6;600.0;Equipements médicaux;14.470000000000008
2020;7;600.0;Equipements médicaux;0.0
2021;7;600.0;Equipements médicaux;0.0
2023;7;600.0;Equipements médicaux;0.0
2020;8;600.0;Equipements médicaux;0.0
2021;8;600.0;Equipements médicaux;0.0
2023;8;600.0;Equipements médicaux;0.0
2020;9;600.0;Equipements médicaux;0.0
2021;9;600.0;Equipements médicaux;0.0
2023;9;600.0;Equipements médicaux;0.0
2020;10;600.0;Equipements médicaux;0.0
2021;10;600.0;Equipements médicaux;0.0
2023;10;600.0;Equipements médicaux;0.0
2020;11;600.0;Equipements médicaux;0.0
2021;11;600.0;Equipements médicaux;0.0
2023;11;600.0;Equipements médicaux;0.0
2020;12;600.0;Equipements médicaux;0.0
2021;12;600.0;Equipements médicaux;0.0
2023;12;600.0;Equipements médicaux;0.0
2020;1;100.0;Equipements médicaux;2.69238285053175
2021;1;100.0;Equipements médicaux;2.363587119666788
2023;1;100.0;Equipements médicaux;2.6766932626737687
2024;1;100.0;Equipements médicaux;2.474999999999996
2020;2;100.0;Equipements médicaux;2.4409435927854473
2021;2;100.0;Equipements médicaux;2.4084788969888042
2023;2;100.0;Equipements médicaux;2.2810117910333516
2024;2;100.0;Equipements médicaux;2.3533333333333304
2020;3;100.0;Equipements médicaux;2.590580599444554
2021;3;100.0;Equipements médicaux;2.3804186785377293
2023;3;100.0;Equipements médicaux;2.4520708175084365
2024;3;100.0;Equipements médicaux;2.5133333333333305
2020;4;100.0;Equipements médicaux;2.4922465337439683
2021;4;100.0;Equipements médicaux;2.4933951947746364
2023;4;100.0;Equipements médicaux;2.3094474885339555
2024;4;100.0;Equipements médicaux;2.4833333333333307
2020;5;100.0;Equipements médicaux;2.5149238789360964
2021;5;100.0;Equipements médicaux;2.686254189474254
2023;5;100.0;Equipements médicaux;2.6510568376897217
2024;5;100.0;Equipements médicaux;2.506666666666664
2020;6;100.0;Equipements médicaux;2.234943325497942
2021;6;100.0;Equipements médicaux;2.197467103228575
2023;6;100.0;Equipements médicaux;2.461803235554413
2024;6;100.0;Equipements médicaux;2.4116666666666635
2020;7;100.0;Equipements médicaux;0.0
2021;7;100.0;Equipements médicaux;0.0
2023;7;100.0;Equipements médicaux;0.0
2020;8;100.0;Equipements médicaux;0.0
2021;8;100.0;Equipements médicaux;0.0
2023;8;100.0;Equipements médicaux;0.0
2020;9;100.0;Equipements médicaux;0.0
2021;9;100.0;Equipements médicaux;0.0
2023;9;100.0;Equipements médicaux;0.0
2020;10;100.0;Equipements médicaux;0.0
2021;10;100.0;Equipements médicaux;0.0
2023;10;100.0;Equipements médicaux;0.0
2020;11;100.0;Equipements médicaux;0.0
2021;11;100.0;Equipements médicaux;0.0
2023;11;100.0;Equipements médicaux;0.0
2020;12;100.0;Equipements médicaux;0.0
2021;12;100.0;Equipements médicaux;0.0
2023;12;100.0;Equipements médicaux;0.0
2020;1;100.0;Equipements médicaux;14.868393023457395
2021;1;100.0;Equipements médicaux;13.780924828054378
2023;1;100.0;Equipements médicaux;12.836102247421753
2024;1;100.0;Equipements médicaux;14.204999999999997
2020;2;100.0;Equipements médicaux;13.033689578659645
2021;2;100.0;Equipements médicaux;12.13425228142745
2023;2;100.0;Equipements médicaux;11.755161552659091
2024;2;100.0;Equipements médicaux;12.846666666666664
2020;3;100.0;Equipements médicaux;14.027752330258952
2021;3;100.0;Equipements médicaux;13.35630785686738
2023;3;100.0;Equipements médicaux;14.413557780331207
2024;3;100.0;Equipements médicaux;13.204638888888889
2020;4;100.0;Equipements médicaux;12.537579291382649
2021;4;100.0;Equipements médicaux;11.853569626494538
2023;4;100.0;Equipements médicaux;13.671028754621675
2024;4;100.0;Equipements médicaux;12.96702777777778
2020;5;100.0;Equipements médicaux;15.121504940807638
2021;5;100.0;Equipements médicaux;16.15210915538194
2023;5;100.0;Equipements médicaux;16.389771604021416
2024;5;100.0;Equipements médicaux;15.04166666666666
2020;6;100.0;Equipements médicaux;14.338192269132675
2021;6;100.0;Equipements médicaux;13.997666681075096
2023;6;100.0;Equipements médicaux;12.64435264158995
2024;6;100.0;Equipements médicaux;13.799999999999995
2020;7;100.0;Equipements médicaux;0.0
2021;7;100.0;Equipements médicaux;0.0
2023;7;100.0;Equipements médicaux;0.0
2020;8;100.0;Equipements médicaux;0.0
2021;8;100.0;Equipements médicaux;0.0
2023;8;100.0;Equipements médicaux;0.0
2020;9;100.0;Equipements médicaux;0.0
2021;9;100.0;Equipements médicaux;0.0
2023;9;100.0;Equipements médicaux;0.0
2020;10;100.0;Equipements médicaux;0.0
2021;10;100.0;Equipements médicaux;0.0
2023;10;100.0;Equipements médicaux;0.0
2020;11;100.0;Equipements médicaux;0.0
2021;11;100.0;Equipements médicaux;0.0
2023;11;100.0;Equipements médicaux;0.0
2020;12;100.0;Equipements médicaux;0.0
2021;12;100.0;Equipements médicaux;0.0
2023;12;100.0;Equipements médicaux;0.0
2020;1;5.0;Equipements médicaux;0.13359164076818547
2021;1;5.0;Equipements médicaux;0.12256699361994726
2023;1;5.0;Equipements médicaux;0.12002099564276046
2024;1;5.0;Equipements médicaux;0.12766666666666682
2020;2;5.0;Equipements médicaux;0.11997818227628393
2021;2;5.0;Equipements médicaux;0.1144514856574333
2023;2;5.0;Equipements médicaux;0.125451079465191
2024;2;5.0;Equipements médicaux;0.11866666666666675
2020;3;5.0;Equipements médicaux;0.13554516997893054
2021;3;5.0;Equipements médicaux;0.1284225880012533
2023;3;5.0;Equipements médicaux;0.1369454555730063
2024;3;5.0;Equipements médicaux;0.1264166666666668
2020;4;5.0;Equipements médicaux;0.12099672970947631
2021;4;5.0;Equipements médicaux;0.11650135390950932
2023;4;5.0;Equipements médicaux;0.13317615381854675
2024;4;5.0;Equipements médicaux;0.12200000000000011
2020;5;5.0;Equipements médicaux;0.13555015136499918
2021;5;5.0;Equipements médicaux;0.1268992948106994
2023;5;5.0;Equipements médicaux;0.11680588586927323
2024;5;5.0;Equipements médicaux;0.1254166666666668
2020;6;5.0;Equipements médicaux;0.13484563250995416
2021;6;5.0;Equipements médicaux;0.13048413031448627
2023;6;5.0;Equipements médicaux;0.11659894007484677
2024;6;5.0;Equipements médicaux;0.12316666666666684
2020;7;5.0;Equipements médicaux;0.0
2021;7;5.0;Equipements médicaux;0.0
2023;7;5.0;Equipements médicaux;0.0
2020;8;5.0;Equipements médicaux;0.0
2021;8;5.0;Equipements médicaux;0.0
2023;8;5.0;Equipements médicaux;0.0
2020;9;5.0;Equipements médicaux;0.0
2021;9;5.0;Equipements médicaux;0.0
2023;9;5.0;Equipements médicaux;0.0
2020;10;5.0;Equipements médicaux;0.0
2021;10;5.0;Equipements médicaux;0.0
2023;10;5.0;Equipements médicaux;0.0
2020;11;5.0;Equipements médicaux;0.0
2021;11;5.0;Equipements médicaux;0.0
2023;11;5.0;Equipements médicaux;0.0
2020;12;5.0;Equipements médicaux;0.0
2021;12;5.0;Equipements médicaux;0.0
2023;12;5.0;Equipements médicaux;0.0
2020;1;5.0;Equipements médicaux;0.12275078117904925
2021;1;5.0;Equipements médicaux;0.13562602060761295
2023;1;5.0;Equipements médicaux;0.1248282359988931
2024;1;5.0;Equipements médicaux;0.12766666666666682
2020;2;5.0;Equipements médicaux;0.11393521587267133
2021;2;5.0;Equipements médicaux;0.1258832118482008
2023;2;5.0;Equipements médicaux;0.12399210357008725
2024;2;5.0;Equipements médicaux;0.11866666666666675
2020;3;5.0;Equipements médicaux;0.12094508066051315
2021;3;5.0;Equipements médicaux;0.127613155893941
2023;3;5.0;Equipements médicaux;0.13035824041704025
2024;3;5.0;Equipements médicaux;0.1264166666666668
2020;4;5.0;Equipements médicaux;0.12282957413412854
2021;4;5.0;Equipements médicaux;0.12912689875002847
2023;4;5.0;Equipements médicaux;0.1258297932601198
2024;4;5.0;Equipements médicaux;0.12200000000000011
2020;5;5.0;Equipements médicaux;0.12790082679404063
2021;5;5.0;Equipements médicaux;0.13396515533059308
2023;5;5.0;Equipements médicaux;0.12360076803267396
2024;5;5.0;Equipements médicaux;0.1254166666666668
2020;6;5.0;Equipements médicaux;0.13322332685292027
2021;6;5.0;Equipements médicaux;0.1256555556924627
2023;6;5.0;Equipements médicaux;0.11375193440938952
2024;6;5.0;Equipements médicaux;0.12316666666666684
2020;7;5.0;Equipements médicaux;0.0
2021;7;5.0;Equipements médicaux;0.0
2023;7;5.0;Equipements médicaux;0.0
2020;8;5.0;Equipements médicaux;0.0
2021;8;5.0;Equipements médicaux;0.0
2023;8;5.0;Equipements médicaux;0.0
2020;9;5.0;Equipements médicaux;0.0
2021;9;5.0;Equipements médicaux;0.0
2023;9;5.0;Equipements médicaux;0.0
2020;10;5.0;Equipements médicaux;0.0
2021;10;5.0;Equipements médicaux;0.0
2023;10;5.0;Equipements médicaux;0.0
2020;11;5.0;Equipements médicaux;0.0
2021;11;5.0;Equipements médicaux;0.0
2023;11;5.0;Equipements médicaux;0.0
2020;12;5.0;Equipements médicaux;0.0
2021;12;5.0;Equipements médicaux;0.0
2023;12;5.0;Equipements médicaux;0.0
2020;1;100.0;Equipements médicaux;2.5683308456994434
2021;1;100.0;Equipements médicaux;2.311734163256281
2023;1;100.0;Equipements médicaux;2.689413358705316
2024;1;100.0;Equipements médicaux;2.5533333333333315
2020;2;100.0;Equipements médicaux;2.4228375906873514
2021;2;100.0;Equipements médicaux;2.5523782217692794
2023;2;100.0;Equipements médicaux;2.193269679745042
2024;2;100.0;Equipements médicaux;2.373333333333331
2020;3;100.0;Equipements médicaux;2.5915457246502616
2021;3;100.0;Equipements médicaux;2.373778079039347
2023;3;100.0;Equipements médicaux;2.5125097153407303
2024;3;100.0;Equipements médicaux;2.5283333333333307
2020;4;100.0;Equipements médicaux;2.525309827028467
2021;4;100.0;Equipements médicaux;2.6681460933903676
2023;4;100.0;Equipements médicaux;2.4672667602946454
2024;4;100.0;Equipements médicaux;2.4399999999999977
2020;5;100.0;Equipements médicaux;2.6451540761989616
2021;5;100.0;Equipements médicaux;2.3101400041802744
2023;5;100.0;Equipements médicaux;2.7198109377281643
2024;5;100.0;Equipements médicaux;2.5083333333333306
2020;6;100.0;Equipements médicaux;2.431587911945346
2021;6;100.0;Equipements médicaux;2.394137717339313
